Publication_date,Source,Scraped_category,Title,Summary,news_raw,Article_Url
04-09-2024,BBC,Football,"Osimhen made Napoli believe, so why is he heading to Galatasaray?AttributionNapoliPosted7 days ago4 Sep","Osimhen made Napoli believe, so why is he heading to Galatasaray?AttributionNapoliPosted7 days ago4 Sep","Osimhen made Napoli believe, so why is he heading to Galatasaray?AttributionNapoliPosted7 days ago4 Sep",https://www.bbc.com/sport/football/articles/c3rdyjed5jyo
05-09-2024,BBC,Football,What have we learned from every team's first three Premier League games?AttributionFootballPosted6 days ago4 SepComments1054,What have we learned from every team's first three Premier League games?AttributionFootballPosted6 days ago4 SepComments1054,What have we learned from every team's first three Premier League games?AttributionFootballPosted6 days ago4 SepComments1054,https://www.bbc.com/sport/football/articles/c6236l7dng5o
02-09-2024,BBC,Football,"The games, goals and quotes that defined Bellamy's Wales daysAttributionWales MenPosted2 September2 Sep","The games, goals and quotes that defined Bellamy's Wales daysAttributionWales MenPosted2 September2 Sep","The games, goals and quotes that defined Bellamy's Wales daysAttributionWales MenPosted2 September2 Sep",https://www.bbc.com/sport/football/articles/crmwpdxepxdo
01-09-2024,BBC,Football,Who has made Troy's Premier League team of the week?AttributionPremier LeaguePosted1 September1 SepComments813,Who has made Troy's Premier League team of the week?AttributionPremier LeaguePosted1 September1 SepComments813,Who has made Troy's Premier League team of the week?AttributionPremier LeaguePosted1 September1 SepComments813,https://www.bbc.com/sport/football/articles/cy4y143j12jo
11-09-2024,BBC,Football,Is captain Tavernier nearing the end at Rangers?,Is James Tavernier's spell at Rangers coming to an end? A question that remains live even after the transfer window has closed.AttributionRangersPosted2 hours ago2h,Is captain Tavernier nearing the end at Rangers?Is James Tavernier's spell at Rangers coming to an end? A question that remains live even after the transfer window has closed.AttributionRangersPosted2 hours ago2h,https://www.bbc.com/sport/football/articles/ce9zkmndg1po
10-09-2024,BBC,Football,What we've learned about each Premiership club so farAttributionScottish PremPosted21 hours ago21h,What we've learned about each Premiership club so farAttributionScottish PremPosted21 hours ago21h,What we've learned about each Premiership club so farAttributionScottish PremPosted21 hours ago21h,https://www.bbc.com/sport/football/articles/ce805vx1dnyo
11-09-2024,BBC,Football,St Mirren's Gillespie not joining Rangers - gossipAttributionScottish PremPosted7 hours ago7h,St Mirren's Gillespie not joining Rangers - gossipAttributionScottish PremPosted7 hours ago7h,St Mirren's Gillespie not joining Rangers - gossipAttributionScottish PremPosted7 hours ago7h,https://www.bbc.com/sport/football/articles/c1epw0qxll2o
11-09-2024,BBC,Football,Engels not fazed by record Celtic price tagAttributionCelticPosted19 hours ago19h,Engels not fazed by record Celtic price tagAttributionCelticPosted19 hours ago19h,Engels not fazed by record Celtic price tagAttributionCelticPosted19 hours ago19h,https://www.bbc.com/sport/football/articles/cgm738zmpklo
10-09-2024,BBC,Football,Former Scotland manager Burley being treated for cancerAttributionPremier LeaguePosted1 day ago1d,Former Scotland manager Burley being treated for cancerAttributionPremier LeaguePosted1 day ago1d,Former Scotland manager Burley being treated for cancerAttributionPremier LeaguePosted1 day ago1d,https://www.bbc.com/sport/football/articles/cgl2r4k8zewo
10-09-2024,BBC,Football,Celtic have 'enormous' Women's Champions League chanceAttributionFootballPosted21 hours ago21h,Celtic have 'enormous' Women's Champions League chanceAttributionFootballPosted21 hours ago21h,Celtic have 'enormous' Women's Champions League chanceAttributionFootballPosted21 hours ago21h,https://www.bbc.com/sport/football/articles/c207ve65e4qo
11-09-2024,BBC,Football,How to watch and follow 2024-25 WSL season on the BBCAttributionWomen's FootballPosted6 hours ago6h,How to watch and follow 2024-25 WSL season on the BBCAttributionWomen's FootballPosted6 hours ago6h,How to watch and follow 2024-25 WSL season on the BBCAttributionWomen's FootballPosted6 hours ago6h,https://www.bbc.com/sport/football/articles/c80edged5mmo
11-09-2024,BBC,Football,Skinner defends Man Utd Women training facilitiesAttributionWomen's FootballPosted8 hours ago8h,Skinner defends Man Utd Women training facilitiesAttributionWomen's FootballPosted8 hours ago8h,Skinner defends Man Utd Women training facilitiesAttributionWomen's FootballPosted8 hours ago8h,https://www.bbc.com/sport/football/articles/c77l2j80ev2o
11-09-2024,BBC,Football,What are priorities for new WSL company this season? AttributionWomen's FootballPosted14 hours ago14h,What are priorities for new WSL company this season? AttributionWomen's FootballPosted14 hours ago14h,What are priorities for new WSL company this season? AttributionWomen's FootballPosted14 hours ago14h,https://www.bbc.com/sport/football/articles/c8er0w48kn0o
10-09-2024,BBC,Football,Celtic have 'enormous' Women's Champions League chanceAttributionFootballPosted21 hours ago21h,Celtic have 'enormous' Women's Champions League chanceAttributionFootballPosted21 hours ago21h,Celtic have 'enormous' Women's Champions League chanceAttributionFootballPosted21 hours ago21h,https://www.bbc.com/sport/football/articles/c207ve65e4qo
10-09-2024,BBC,Football,Fahey and Kiernan sign new Liverpool contractsAttributionR. of Ireland WomenPosted1 day ago1d,Fahey and Kiernan sign new Liverpool contractsAttributionR. of Ireland WomenPosted1 day ago1d,Fahey and Kiernan sign new Liverpool contractsAttributionR. of Ireland WomenPosted1 day ago1d,https://www.bbc.com/sport/football/articles/cx2e87ngpxjo
10-09-2024,BBC,Football,Ask your WSL transfer deadline day questionsAttributionWomen's FootballPosted1 day ago1d,Ask your WSL transfer deadline day questionsAttributionWomen's FootballPosted1 day ago1d,Ask your WSL transfer deadline day questionsAttributionWomen's FootballPosted1 day ago1d,https://www.bbc.com/sport/football/articles/cm2nrrkd5xxo
11-09-2024,BBC,Cricket,Ireland v England - third women's ODI scorecardPosted13 hours ago13h,Ireland v England - third women's ODI scorecardPosted13 hours ago13h,Ireland v England - third women's ODI scorecardPosted13 hours ago13h,https://www.bbc.com/sport/cricket/scorecard/e-221611
11-09-2024,BBC,Cricket,Notts sign New Zealand seamer Duffy for run inAttributionCounty CricketPosted5 hours ago5h,Notts sign New Zealand seamer Duffy for run inAttributionCounty CricketPosted5 hours ago5h,Notts sign New Zealand seamer Duffy for run inAttributionCounty CricketPosted5 hours ago5h,https://www.bbc.com/sport/cricket/articles/cp8n6138dnxo
11-09-2024,BBC,Cricket,Losing Sadler 'not easy' for Northants - KleinveldtAttributionNorthantsPosted4 hours ago4h,Losing Sadler 'not easy' for Northants - KleinveldtAttributionNorthantsPosted4 hours ago4h,Losing Sadler 'not easy' for Northants - KleinveldtAttributionNorthantsPosted4 hours ago4h,https://www.bbc.com/sport/cricket/articles/cn8l37352k3o
10-09-2024,BBC,Cricket,England drop batter Lawrence for Pakistan tourAttributionCricketPosted1 day ago1dComments942,England drop batter Lawrence for Pakistan tourAttributionCricketPosted1 day ago1dComments942,England drop batter Lawrence for Pakistan tourAttributionCricketPosted1 day ago1dComments942,https://www.bbc.com/sport/cricket/articles/ckg2r984vlmo
10-09-2024,BBC,Cricket,Cox and Bethell to make England debuts v Australia,Batter Jordan Cox and 20-year-old batting all-rounder Jacob Bethell will make their England debuts in the first T20 against Australia on Wednesday in Southampton.AttributionCricketPosted1 day ago1dComments128,Cox and Bethell to make England debuts v AustraliaBatter Jordan Cox and 20-year-old batting all-rounder Jacob Bethell will make their England debuts in the first T20 against Australia on Wednesday in Southampton.AttributionCricketPosted1 day ago1dComments128,https://www.bbc.com/sport/cricket/articles/c5yp1xwx45lo
11-09-2024,BBC,Cricket,Third successive day of Afghanistan-NZ Test washed outPosted13 hours ago13h,Third successive day of Afghanistan-NZ Test washed outPosted13 hours ago13h,Third successive day of Afghanistan-NZ Test washed outPosted13 hours ago13h,https://www.bbc.com/sport/cricket/scorecard/e-222562
